stem_id,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept
10_1684236591,10_1684236591_0,kipaˀakokiˀi,kipa'akoki'i,k i p a ' a k o k i ' i,knirschen,to crunch/grind,mengunyah / menggiling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684236591,10_1684236591_1,kipakokiˀíaˀa,kipakoki'ía'a,k i p a k o k i ' í a ' a,mit etwas knirschen,to crunch/grind (with) something,meremukkan/menggiling (dengan) sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684236591,10_1684236591_2,eaˀakokĩ́ˀĩ,ea'akokĩ́'ĩ,e a ' a k o k ĩ ́ ' ĩ,das Knarren,the creaking,bunyi berderit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nǃ,Nǃ,Nǃ,G6,G6,G6,NA,NA,NA,NA
10_1684236591,10_1684236591_3,ekokĩˀĩ́ya udodòho,ekokĩ'ĩ́ya udodòho,e k o k ĩ ' ĩ ́ y a # u d o d ò h o,Knarrensort des Geländers,Creaking location of the railing,Lokasi pagar yang berderit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684236954,10_1684236954_0,ekoko,ekoko,e k o k o,"weibliche Brust , Euter","Female breast , udder","Payudara wanita , ambing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134z6?,134z6?,134z6?,body-part,NA,NA,NA
10_1684236954,10_1684236954_1,kikoko,kikoko,k i k o k o,saugen,to suck,menghisap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part-activity,NA,NA,NA
10_1684236954,10_1684236954_2,kikokoi,kikokoi,k i k o k o i,an etwas saugen,to suck on something,menghisap sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part-activity,NA,NA,NA
10_1684236954,10_1684236954_3,kipakoko,kipakoko,k i p a k o k o,säugen,to suckle,menyusui,kipahakoko,kipahakoko,k i p a h a k o k o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part-activity,NA,NA,NA
10_1684236954,10_1684236954_4,pokoko,pokoko,p o k o k o,sehr große Brüste haben,to have very big breasts,memiliki payudara yang sangat besar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 64b,§ 64b,§ 64b,body-part-activity,NA,NA,NA
10_1684236954,10_1684236954_5,eokoko,eokoko,e o k o k o,das Saugen,the sucking,(proses) menghisap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part-activity,NA,NA,NA
10_1684236954,10_1684236954_6,ekokóho,ekokóho,e k o k ó h o,(noun) zu Saugende,(things) to be sucked (noun),(benda) yang dihisap (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part-activity,NA,NA,NA
10_1684236954,10_1684236954_7,edikokói,edikokói,e d i k o k ó i,"das , woran man saugt",what you suck on,apa yang kau hisap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part-activity,NA,NA,NA
10_1684237070,10_1684237070_0,kuboko,kuboko,k u b o k o,begrenzt,limited,terbatas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684237178,10_1684237178_0,eokoko,eokoko,e o k o k o,"Schlaginstrument , -werkzeug","Percussion instrument , tool","Instrumen perkusi , alat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA
10_1684290713,10_1684290713_0,kaˀikoko,ka'ikoko,k a ' i k o k o,rot,red,merah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,colour,NA,NA,NA
10_1684290713,10_1684290713_1,kaˀikoko kikehə́ˀoa,ka'ikoko kikehu̇́'oa,k a ' i k o k o # k i k e h u̇ ́ ' o a,"braun , dunkelrot","brown , dark red","coklat , merah tua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,colour,NA,NA,NA
10_1684290713,10_1684290713_2,ˀua kikixo iˀioo uˀobi yaˀikoko,'ua kikixo i'ioo u'obi ya'ikoko,' u a # k i k i x o # i ' i o o # u ' o b i # y a ' i k o k o,"ich erhitze (es) im Feuer , damit/bis es rot ist","I heat (it) in the fire , so/until it is red","Saya memanaskannya di dalam api , jadi / sampai berwarna merah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684290796,10_1684290796_0,kikokóaˀa:i,kikokóa'a:i,k i k o k ó a ' a:i,rufen,to call,menelepon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684290988,10_1684290988_0,eabapakokodíoho:i,eabapakokodíoho:i,e a b a p a k o k o d í o h o:i,das Schwitzenmachen,the making sweat (noun),yang membuat berkeringat (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684291251,10_1684291251_0,kipakokoéhe,kipakokoehe,k i p a k o k o e h e,"sich hocken (beim Sitzen) , hocken","to crouch (while sitting) , crouch","berjongkok (sambil duduk) , berjongkok",kipakoéhe-koehe,kipakoehe-koehe,k i p a k o e h e - k o e h e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684291251,10_1684291251_1,ˀua kipakokoéhe ˀua,'ua kipakokoehe 'ua,' u a # k i p a k o k o e h e # ' u a,ich hocke mich hin,I crouch,Aku berjongkok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684291251,10_1684291251_2,epahakokoehea,epahakokoehea,e p a h a k o k o e h e a,Hockensort,place of squatting,tempat jongkok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684292624,10_1684292624_0,kikokoi,kikokoi,k i k o k o i,(herum)gehen,to walk/go around,berjalan/berkeliling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684292624,10_1684292624_1,hoo bukokoi,hoo bukokoi,h o o # b u k o k o i,ging bereits,Already went,sudah pergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684292624,10_1684292624_2,kikokóiya,kikokóiya,k i k o k ó i y a,werde gehen,will go,akan pergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684292624,10_1684292624_3,epahakokoi,epahakokoi,e p a h a k o k o i,das Gehen,the walking,(proses) berjalan,eokoi,eokoi,e o k o i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684292624,10_1684292624_4,kipakokoi,kipakokoi,k i p a k o k o i,"gehen lassen , fragen , übermitteln","let go , question , to transfer","lepaskan, tanyakan, kirimkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684292624,10_1684292624_5,kipakokoi eici,kipakokoi eici,k i p a k o k o i # e i c i,etwas mitteilen,tell something,mengatakan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684292624,10_1684292624_6,kokoho:i,kokoho:i,k o k o h o:i,"gehe auf etwas , begehe!","Walk on something , walk (somewhere)! (sg)","Berjalanlah di atas sesuatu, berjalanlah (di suatu tempat)! (tunggal)",koko:ixi,koko:ixi,k o k o:i x i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684292624,10_1684292624_7,keabaˀa bukokoHi,keaba'a bukokoHi,k e a b a ' a # b u k o k o H i,wird nicht begangen,is not traversed/walked on/in,tidak dilalui/diinjak/dipijak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107z17,107z17,107z17,NA,NA,NA,NA
10_1684292624,10_1684292624_8,ˀua kipakokói ˀua pakuru,'ua kipakokói 'ua pakuru,' u a # k i p a k o k ó i # ' u a # p a k u r u,ich Stehe Kopf,I'm upside down,Aku terbalik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G62,G62,G62,posture,NA,NA,NA
10_1684292684,10_1684292684_0,kikokoi,kikokoi,k i k o k o i,verfaulen lassen,to let rot,(mem)biarkan membusuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,NA,NA,NA
10_1684293021,10_1684293021_0,kikokoiya,kikokoiya,k i k o k o i y a,"müde , faul","Tired , lazy","Lelah , malas",kikokoiya eˀaa,kikokoiya e'aa,k i k o k o i y a # e ' a a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,NA,NA,NA
10_1684293021,10_1684293021_1,hoo bukokoiya,hoo bukokoiya,h o o # b u k o k o i y a,bereits müde,already tired,sudah lelah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,NA,NA,NA
10_1684293021,10_1684293021_2,eakokoiya uˀaa,eakokoiya u'aa,e a k o k o i y a # u ' a a,"Müdigkeit , Trägheit","tiredness , sluggishness","kelelahan , kelesuan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,state,NA,NA,NA
10_1684293021,10_1684293021_3,be ikokóiya,be ikokóiya,b e # i k o k ó i y a,weil schwach wird,because becomes weak,karena menjadi lemah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G70,G70,G70,state,NA,NA,NA
10_1684293213,10_1684293213_0,kipakokoki,kipakokoki,k i p a k o k o k i,unordentlich herumliegen,lying around untidy,tergeletak tidak rapi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture,NA,NA,NA
10_1684293213,10_1684293213_1,edobu eˀana kipakokoki,edobu e'ana kipakokoki,e d o b u # e ' a n a # k i p a k o k o k i,die Sachen liegen unordentlich herum,things are lying around untidy,barang-barang tergeletak tidak rapi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684293213,10_1684293213_2,kipakokokíaˀa,kipakokokía'a,k i p a k o k o k í a ' a,"unordentlich herumliegen lassen , verstreuen","to leave untidy lying around , to scatter","meninggalkan yang tidak rapi tergeletak di sekitar, menyebarkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684293429,10_1684293429_0,kipakokomĩmĩ,kipakokomĩmĩ,k i p a k o k o m ĩ m ĩ,spreizen,to spread,menyebar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684294505,10_1684294505_0,kikõkõnã,kikõkõnã,k i k õ k õ n ã,"herauskommen , -gehen , (Gestirne) aufgehen","come out , go out , (stars) rise","keluar , keluar , (bintang) terbit",kakõkõnã,kakõkõnã,k a k õ k õ n ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_1,kikõkõnãhã,kikõkõnãhã,k i k õ k õ n ã h ã,wird herauskommen,will come out,akan keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_10,eakõkõnã́hã uhuìu,eakõkõnã́hã uhuìu,e a k õ k õ n ã ́ h ã # u h u ì u,Rille/Weg des Holzmehls bei der Feuerzubereitung auf der Holzunterlage,Groove/path of the wood flour when preparing the fire on the wooden base,Alur/jalur tepung kayu saat menyiapkan api di atas alas kayu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA
10_1684294505,10_1684294505_2,hoo mũkõkõnã,hoo mũkõkõnã,h o o # m ũ k õ k õ n ã,ist herausgekommen,has come out,telah keluar,hoo akõkõnã,hoo akõkõnã,h o o # a k õ k õ n ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_3,nãmãkõkõnã,nãmãkõkõnã,n ã m ã k õ k õ n ã,sie kommen heraus,They come out,Mereka keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_4,kaˀapehe mãkõkõnã,ka'apehe mãkõkõnã,k a ' a p e h e # m ã k õ k õ n ã,zum ersten Mal herauskommen,come out for the first time,keluar untuk pertama kalinya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_5,kipakõkõnã,kipakõkõnã,k i p a k õ k õ n ã,herauskommen lassen,to let out,mengeluarkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_6,kikõkõnã:ĩxĩ,kikõkõnã:ĩxĩ,k i k õ k õ n ã:ĩ x ĩ,bei/an jmd/etwas vorübergehen,to pass by/on somebody/something,melewati/menuju seseorang/sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_7,eakõkõnã,eakõkõnã,e a k õ k õ n ã,das Herauskommen,the coming out,yang keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1684294505,10_1684294505_8,eakõnãhã,eakõnãhã,e a k õ n ã h ã,Osten,east,timur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spatial,NA,NA,NA
10_1684294505,10_1684294505_9,eakõkõnãhã uupuyo,eakõkõnãhã uupuyo,e a k õ k õ n ã h ã # u u p u y o,Knospe,bud,kuncup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684852282,10_1684852282_0,kikõkõnĩ,kikõkõnĩ,k i k õ k õ n ĩ,"herausziehen , etwas entfernen","pull out , remove something","tarik keluar , hapus sesuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684852282,10_1684852282_1,kanõkõnĩ,kanõkõnĩ,k a n õ k õ n ĩ,herausziehen,pull out,tarik keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684852282,10_1684852282_2,hoo mũkõkõnĩ,hoo mũkõkõnĩ,h o o # m ũ k õ k õ n ĩ,zog bereits heraus,Already pulled out,sudah menarik keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684852282,10_1684852282_3,ˀua kikõkõnĩ edudui ukeˀo,'ua kikõkõnĩ edudui uke'o,' u a # k i k õ k õ n ĩ # e d u d u i # u k e ' o,ich ziehe den Rotandorn heraus,I pull out the rattan thorn,Saya mencabut duri rotan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684852282,10_1684852282_4,enĩkõkõnĩ,enĩkõkõnĩ,e n ĩ k õ k õ n ĩ,(noun) Herausgezogene,(things) pulled out (noun),(benda) ditarik keluar (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684852282,10_1684852282_5,eokõkõnĩ,eokõkõnĩ,e o k õ k õ n ĩ,Herausziehensinstrument,extraction instrument,alat untuk mengekstraksi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684852282,10_1684852282_6,ekõkõnĩõ,ekõkõnĩõ,e k õ k õ n ĩ õ,(noun) Herauszuziehende,(things) to be pulled out (noun),(benda) yang akan ditarik keluar (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
10_1684855043,10_1684855043_0,kikokokonĩˀĩ,kikokokonĩ'ĩ,k i k o k o k o n ĩ ' ĩ,jmd kitzeln (tr),tickle someone (tr),menggelitik seseorang (transitif),kanõkõnĩˀĩ,kanõkõnĩ'ĩ,k a n õ k õ n ĩ ' ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_1,hoo mũkõkõnĩˀĩ,hoo mũkõkõnĩ'ĩ,h o o # m ũ k õ k õ n ĩ ' ĩ,kitzelte bereits,already tickled,sudah menggelitik/sudah tergelitik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_2,kipakõkõnĩˀĩ,kipakõkõnĩ'ĩ,k i p a k õ k õ n ĩ ' ĩ,kitzeln (ein kitzelndes Gefühl verursachen),tickle (cause a tickling sensation),menggelitik (menimbulkan sensasi menggelitik),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_3,ekõpẽnẽ kipakõkõnĩˀĩ,ekõpẽnẽ kipakõkõnĩ'ĩ,e k õ p ẽ n ẽ # k i p a k õ k õ n ĩ ' ĩ,die Raupe kitzelt,The caterpillar tickles,Ulat itu menggelitik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_4,eokokonĩˀĩ,eokokonĩ'ĩ,e o k o k o n ĩ ' ĩ,Mittel zum Kitzeln,means of tickling,sarana menggelitik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_5,enĩkõkõnĩˀĩ,enĩkõkõnĩ'ĩ,e n ĩ k õ k õ n ĩ ' ĩ,(noun) Gekitzelte,tickled (things) (noun),(benda) yang digelitik (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_6,ekõkõnĩˀĩ́õ,ekõkõnĩ'ĩ́õ,e k õ k õ n ĩ ' ĩ ́ õ,(noun) zu Kitzelnde,(things) to be tickled (noun),(benda) yang akan digelitik (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684855043,10_1684855043_7,ekunĩnĩ,ekunĩnĩ,e k u n ĩ n ĩ,Clitoris,Clitoris,Klitoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684978487,10_1684978487_0,kikokopiˀi,kikokopi'i,k i k o k o p i ' i,schlürfen,slurping,menghirup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ingestion,NA,NA,NA
10_1684978487,10_1684978487_1,hoo bukokopiˀi,hoo bukokopi'i,h o o # b u k o k o p i ' i,schlürfte,sipped,menghirup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ingestion,NA,NA,NA
10_1684978487,10_1684978487_2,edikokopiˀi,edikokopi'i,e d i k o k o p i ' i,(noun) Geschlürfte,sipped (things) (noun),(benda) yang disesap (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ingestion,NA,NA,NA
10_1684978487,10_1684978487_3,ekokopiˀiyo,ekokopi'iyo,e k o k o p i ' i y o,(noun) zu Schlürfende,(things) to be sipped (noun),(benda) yang diminum (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ingestion,NA,NA,NA
10_1684979326,10_1684979326_0,kidikole,kidikole,k i d i k o l e,es wird auferlegt,It is imposed,Hal ini diberlakukan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684979326,10_1684979326_1,ekoleka,ekoleka,e k o l e k a,Schulterlast,Shoulder load,Beban bahu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684979326,10_1684979326_2,ealole,ealole,e a l o l e,das Tragen,the wearing,pemakaian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684980482,10_1684980482_0,kikomã,kikomã,k i k o m ã,"prüfen , versuchen","to check , try","memeriksa, mencoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1684980482,10_1684980482_1,kakoomãˀã,kakoomã'ã,k a k o o m ã ' ã,laßt uns versuchen!,Let us try!,Mari kita coba!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107z14,107z14,107z14,NA,NA,NA,NA
10_1685005177,10_1685005177_0,kikõmãˀã,kikõmã'ã,k i k õ m ã ' ã,"dechseln , mit dem Querbeil arbeiten","adze , work with the axe","kampak, bekerja dengan kapak silang",kanõmãˀã u-,kanõmã'ã u-,k a n õ m ã ' ã # u -,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural activity,NA,NA,NA
10_1685005177,10_1685005177_1,kidikoomãˀã,kidikoomã'ã,k i d i k o o m ã ' ã,wird gedechselt,is adzed,dikampak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1685005177,10_1685005177_2,edikoomãˀã,edikoomã'ã,e d i k o o m ã ' ã,(noun) Gedechselte,adzed (things) (noun),(benda) yang dikampak (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1685005177,10_1685005177_3,eanõmãˀã:ə̃ã,eanõmã'ã:u̇̃ã,e a n õ m ã ' ã:u̇ ̃ ã,"Ort , wo man dechselt",place where one adzes,tempat di mana seseorang mengampak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10_1685005177,10_1685005177_4,epanõmãˀã,epanõmã'ã,e p a n õ m ã ' ã,"Dechsel , Querbeil","Adze , cross ax","kampak, kapak silang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122z32 , 128z17","122z32 , 128z17","122z32 , 128z17",cultural activity,NA,NA,NA
10_1685054848,10_1685054848_0,kamãˀĩkõmãˀã,kamã'ĩkõmã'ã,k a m ã ' ĩ k õ m ã ' ã,auf Fischreiher ausgehen,to go out after herons,pergi keluar mengejar bangau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 44b,§ 44b,§ 44b,NA,NA,NA,NA
10_1685056988,10_1685056988_0,kikõmẽ,kikõmẽ,k i k õ m ẽ,"auf etwas Dünnem (zB einem Tau) gehen , balancieren","to walk on something thin (e.g. a rope) , to balance","berjalan di atas sesuatu yang tipis (misalnya tali) , untuk menyeimbangkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1685056988,10_1685056988_1,kakumõmẽ,kakumõmẽ,k a k u m õ m ẽ,er balancierte,He balanced,Dia seimbang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1685056988,10_1685056988_2,eõkõmẽ,eõkõmẽ,e õ k õ m ẽ,"das Balancieren , Gehen über eine Brücke","balancing , walking over a bridge","menyeimbangkan , berjalan di atas jembatan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
10_1685056988,10_1685056988_3,ekõmẽã,ekõmẽã,e k õ m ẽ ã,(Wandelnsort =) Brücke,(Walking place =) bridge,(Tempat berjalan kaki =) jembatan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOD tav. XV auf S. 177,MOD table XV on page 177,MOD tabel XV pada halaman 177,cultural item,NA,NA,NA
10_1685056988,10_1685056988_4,ekõmẽã Kaˀarubi,ekõmẽã Ka'arubi,e k õ m ẽ ã # K a ' a r u b i,Schlingpflanze,creeper,menjalar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA
