ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept,stem_loan_form,stem_loan_lang
21,11_1685432114,a,2,14,eˀabakoko,e'abakoko,NA,"Dämon, der kleine Kinder entführt",Demon who kidnaps young children,Iblis yang menculik anak kecil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106z11ff ; G21,106z11ff ; G21,106z11ff; G21,e ' a b a k o k o,11_1685432114_0,eˀamakóko,e'amakóko,e ' a m a k ó k o,Walddämon,forest demon,setan hutan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural knowledge,NA,NA,NA,NA,NA
22,11_1685497746,a,3,1,abe,abe,NA,"wenn, falls",if,jika,ape,ape,a p e,NA,NA,NA,ape (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,11_1685497982,a,3,2,e[ˀ]abeha,e[']abeha,NA,Bambus,bamboo,bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 abèha ; ML bambu bamban,H88 Abèha ; ML Bambu Bamban,H88 Abèha; ML Bambu Bamban,e [ ' ] a b e h a,11_1685497982_0,e[ˀ]abeha eˀadə́ai,e[']abeha e'adu̇́ai,e [ ' ] a b e h a # e ' a d u̇ ́ a i,Bambusart,bamboo species,spesies bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 èadoea ; ML bambu auer,H88 èadoea ; ML bambu auer,H88 èadoea ; ML bambu auer,plant,NA,NA,NA,NA,NA
23,11_1685497982,a,3,2,e[ˀ]abeha,e[']abeha,NA,Bambus,bamboo,bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 abèha ; ML bambu bamban,H88 Abèha ; ML Bambu Bamban,H88 Abèha; ML Bambu Bamban,e [ ' ] a b e h a,11_1685497982_1,e[ˀ]abeha eõmõhĩ,e[']abeha eõmõhĩ,e [ ' ] a b e h a # e õ m õ h ĩ,Bambusart,Bamboo species,spesies bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 mohoi ; ML bambu telang,H88 mohoi ; ML bambu telang,H88 mohoi ; ML bambu telang,plant,NA,NA,NA,NA,NA
23,11_1685497982,a,3,2,e[ˀ]abeha,e[']abeha,NA,Bambus,bamboo,bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 abèha ; ML bambu bamban,H88 Abèha ; ML Bambu Bamban,H88 Abèha; ML Bambu Bamban,e [ ' ] a b e h a,11_1685497982_2,e[ˀ]abeha ebõ,e[']abeha ebõ,e [ ' ] a b e h a # e b õ,Bambus als Wasserbehälter,bamboo as a water container,bambu sebagai wadah air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cultural item,NA,NA,NA,NA,NA
24,11_1685498127,a,3,3,abə́ha,abu̇́ha,NA,"fertig, bereit, beendet, vorbei sein; alleine sein","to be complete , ready , completed , over ; to be alone","menjadi lengkap, siap, selesai, selesai; menyendiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bə́ha,NA,NA,NA,NA,NA,NA,NA,a b u̇ ́ h a,11_1685498127_0,abə́hadaˀa,abu̇́hada'a,a b u̇ ́ h a d a ' a,lediglich ; schließlich,merely ; finally,hanya ; akhirnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,11_1685498127,a,3,3,abə́ha,abu̇́ha,NA,"fertig, bereit, beendet, vorbei sein; alleine sein","to be complete , ready , completed , over ; to be alone","menjadi lengkap, siap, selesai, selesai; menyendiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bə́ha,NA,NA,NA,NA,NA,NA,NA,a b u̇ ́ h a,11_1685498127_1,kaˀabəha,ka'abu̇ha,k a ' a b u̇ h a,"beendet , fertig sein","finished , be finished","selesai , selesai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,11_1685498127,a,3,3,abə́ha,abu̇́ha,NA,"fertig, bereit, beendet, vorbei sein; alleine sein","to be complete , ready , completed , over ; to be alone","menjadi lengkap, siap, selesai, selesai; menyendiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bə́ha,NA,NA,NA,NA,NA,NA,NA,a b u̇ ́ h a,11_1685498127_2,eaˀabəha,ea'abu̇ha,e a ' a b u̇ h a,(noun) Beendetsein,being-finished/the ending (noun),"yang telah selesai, akhir (kata benda)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,11_1685498175,a,3,4,abia,abia,NA,"vorhanden, anwesend sein","to be available , present","tersedia, hadir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b i a,11_1685498175_0,kabia,kabia,k a b i a,"es gab , war vorhanden","there was , was present","ada , hadir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s iya,see iya,lihat iya,NA,NA,NA,NA,NA,NA
26,11_1685498307,a,3,5,eabiabi,eabiabi,NA,"Liane, Rankpflanze","Liana , climbing plant (tendril)","Liana, tanaman panjat (sulur)",ehokarío,ehokarío,e h o k a r í o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e a b i a b i,11_1685498307_0,eábiàbi kaˀapaˀápa epũ̀nũ,eábiàbi ka'apa'ápa epũ̀nũ,e á b i à b i # k a ' a p a ' á p a # e p ũ ̀ n ũ,Orchidee,Orchid,Anggrek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,11_1685498307,a,3,5,eabiabi,eabiabi,NA,"Liane, Rankpflanze","Liana , climbing plant (tendril)","Liana, tanaman panjat (sulur)",ehokarío,ehokarío,e h o k a r í o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e a b i a b i,11_1685498307_1,eábiàbi epúko ukòyo,eábiàbi epúko ukòyo,e á b i à b i # e p ú k o # u k ò y o,Liane,Vine,Liana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,11_1685498345,a,3,6,eabixu,eabixu,NA,Baumart,Tree species,Spesies pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML lapis,Ml lapis,Ml lapis,e a b i x u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,11_1685498402,a,3,7,eabo,eabo,NA,Schwimmhölzchen am Wurfnetz,Floating sticks attached to the throw net,Tongkat apung yang terpasang pada jaring lempar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e a b o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,11_1685498469,a,3,8,eˀabóˀo:i,e'abó'o:i,NA,Bananenart,type of banana,jenis pisang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML pisang tanduk ; ML pisang tandok,ML pisang tanduk ; ML pisang tandok,ML pisang tanduk; ML pisang tandok,H88 èabo,H88 èabo,H88 èabo,e ' a b ó ' o:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,11_1685498537,a,3,9,abu·hui,abu·hui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u · h u i,11_1685498537_0,kabuhui,kabuhui,k a b u h u i,tun,do,melakukan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ˀobu dgl,ˀobu and the like,ˀobu dan sejenisnya,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,11_1685498603,a,3,10,eabúa,eabúa,NA,halbalter Garten,semi-old garden,taman semi-tua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 èaboewe 'jong kreupelbosch',H88 èaboewe 'young coppice',H88 èaboewe 'semak muda',e a b ú a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,11_1685498655,a,3,11,abuai,abuai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s buai,see buai,lihat buai,a b u a i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,11_1685498970,a,3,12,abue,abue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u e,11_1685498970_0,kabúe,kabúe,k a b ú e,"fließen , strömen , herausquellen , -treten","to flow , to stream , to ooze out , to protrude","mengalir , mengalir , mengalir keluar , menonjol/menjorok",kiabúe,kiabúe,k i a b ú e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,11_1685498970,a,3,12,abue,abue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u e,11_1685498970_1,kabue epitu,kabue epitu,k a b u e # e p i t u,es tritt heraus das Gummi,the rubber comes out,karet keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,11_1685498970,a,3,12,abue,abue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u e,11_1685498970_2,kabue eˀũmõˀõ,kabue e'ũmõ'õ,k a b u e # e ' ũ m õ ' õ,es tritt heraus der Schweiß,the sweat comes out,keringat keluar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,11_1685498970,a,3,12,abue,abue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u e,11_1685498970_3,kababue,kababue,k a b a b u e,es quillt hervor,it oozes,itu merembes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,11_1685498970,a,3,12,abue,abue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u e,11_1685498970_4,dababue,dababue,d a b a b u e,sie bluten,they bleed,mereka berdarah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,11_1685498970,a,3,12,abue,abue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a b u e,11_1685498970_5,kaha:uda kabue ekiaki iˀiõõnã,kaha:uda kabue ekiaki i'iõõnã,k a h a:u d a # k a b u e # e k i a k i # i ' i õ õ n ã,die Frauen menstruieren,the women menstruate,wanita itumenstruasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,11_1685499169,a,4,1,ˀabuki,'abuki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' a b u k i,11_1685499169_0,kiˀabuki,ki'abuki,k i ' a b u k i,"jmd für sich einnehmen , sympathisch sein","to win someone over , to be likeable","memenangkan hati seseorang, menjadi disukai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,11_1685499169,a,4,1,ˀabuki,'abuki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' a b u k i,11_1685499169_1,epaˀabuki,epa'abuki,e p a ' a b u k i,"Sympathie , das für sich Einnehmen","sympathy , the winning someone over","simpati , memenangkan hati seseorang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,11_1685499169,a,4,1,ˀabuki,'abuki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' a b u k i,11_1685499169_2,kipəhai buˀabuki,kipu̇hai bu'abuki,k i p u̇ h a i # b u ' a b u k i,"es verstehen , jmd für sich einzunehmen",to know how to win sb. over,mengetahui bagaimana cara memenangkan (hati) seseorang atas sesuatu hal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,11_1685499169,a,4,1,ˀabuki,'abuki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' a b u k i,11_1685499169_3,epaˀabuki,epa'abuki,e p a ' a b u k i,Versammlung (ǃ),Assembly (ǃ),Perakitan (ǃ),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,11_1685499427,a,4,2,eada,eada,NA,Kind,child,anak,eara,eara,e a r a,NA,NA,NA,NA,anak,NA,PAN,NA,NA,NA,NA,NA,NA,NA,NA,e a d a,11_1685499427_0,eada ubeduˀu,eada ubedu'u,e a d a # u b e d u ' u,Bootsbesatzung,Boat crew,Awak kapal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,11_1685499427,a,4,2,eada,eada,NA,Kind,child,anak,eara,eara,e a r a,NA,NA,NA,NA,anak,NA,PAN,NA,NA,NA,NA,NA,NA,NA,NA,e a d a,11_1685499427_1,eaˀada,ea'ada,e a ' a d a,"Geburt , Gebären ; Kind(er) Haben","Birth , Giving-Birth (noun) ; The having of a child/children (noun)","Kelahiran , Melahirkan (kata benda) ; memiliki anak/anak (kata benda)",eaˀaˀada,ea'a'ada,e a ' a ' a d a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,11_1685499427,a,4,2,eada,eada,NA,Kind,child,anak,eara,eara,e a r a,NA,NA,NA,NA,anak,NA,PAN,NA,NA,NA,NA,NA,NA,NA,NA,e a d a,11_1685499427_2,kabaˀada,kaba'ada,k a b a ' a d a,"ein Kind , Kinder haben","having a child , children","memiliki anak , anak-anak",kaˀaˀada,ka'a'ada,k a ' a ' a d a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,11_1685499427,a,4,2,eada,eada,NA,Kind,child,anak,eara,eara,e a r a,NA,NA,NA,NA,anak,NA,PAN,NA,NA,NA,NA,NA,NA,NA,NA,e a d a,11_1685499427_3,hoo baˀaˀada,hoo ba'a'ada,h o o # b a ' a ' a d a,bereits Kinder haben,to already have children,sudah memiliki anak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,11_1685499498,a,4,3,ádaˀa,áda'a,NA,so groß wie,as big as,sebesar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,á d a ' a,11_1685499498_0,ádaˀa epuru ubaba,áda'a epuru ubaba,á d a ' a # e p u r u # u b a b a,so groß wie die Blätter der (ML) birah,As large as the leaves of the (ML) birah,Sebesar daun (ML) birah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML birah,ML birah,ML birah,G68,G68,G68,NA,NA,NA,NA,NA,NA
37,11_1685499544,a,4,4,eadada:əˀa,eadada:u̇'a,NA,Farn,fern,pakis,earada:əˀa,earada:u̇'a,e a r a d a:u̇ ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e a d a d a:u̇ ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,11_1685499594,a,4,5,eˀadeˀade,e'ade'ade,NA,Heuschreckenart,Grasshopper species,Spesies belalang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H88 aré aré 'Grille',H88 aré aré 'cricket',H88 aré aré 'jangkrik',e ' a d e ' a d e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,11_1685499651,a,4,6,adeo,adeo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d e o,11_1685499651_0,kadeo yai,kadeo yai,k a d e o # y a i,"Kurs nehmen auf , sich begeben nach","To set course for , to go to","menentukan arah tujuan , pergi ke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,11_1685499674,a,4,7,eadepa,eadepa,NA,Vogelart,Bird species,Spesies burung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G4,G4,G4,e a d e p a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,11_1685499761,a,4,8,eˀadəái,e'adu̇ái,NA,Bambusart,Bamboo type,Jenis bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML bambu auer,ML bambu auer,ML bambu auer,H88 èadoea,H88 èadoea,H88 èadoea,e ' a d u̇ á i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,11_1685499909,a,4,9,adəda,adu̇da,NA,NA,NA,NA,ododa,ododa,o d o d a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d u̇ d a,11_1685499909_0,kadəda,kadu̇da,k a d u̇ d a,"umziehen , den Wohnort wechseln , ein neues Dorf anlegen","to move , to change one's place of residence , to create a new village","pindah, mengubah tempat tinggal seseorang, membuat desa baru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,11_1685499909,a,4,9,adəda,adu̇da,NA,NA,NA,NA,ododa,ododa,o d o d a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d u̇ d a,11_1685499909_1,eadəda,eadu̇da,e a d u̇ d a,(noun) Umziehen usw,"Moving , etc.",pemindahan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,11_1685499909,a,4,9,adəda,adu̇da,NA,NA,NA,NA,ododa,ododa,o d o d a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d u̇ d a,11_1685499909_2,eadədáha,eadu̇dáha,e a d u̇ d á h a,"Umziehensort , neuer Wohnort","Place of relocation , new place of residence","Tempat relokasi , tempat tinggal baru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,11_1685499983,a,4,10,adə́ha[pe],adu̇́ha[pe],NA,wie beschaffen?,How?,Bagaimana?,adoo,adoo,a d o o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d u̇ ́ h a [ p e ],11_1685499983_0,yaˀadəha,ya'adu̇ha,y a ' a d u̇ h a,es ist wie beschaffen?,how is it natured/structured?,seperti apa rasanya?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_0,kadi,kadi,k a d i,antworten,to reply,membalas/menjawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAR bali 'entgegnen',BAR bali 'reply',BAR bali 'balasan',NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_1,kadia,kadia,k a d i a,wird antworten,will answer,akan menjawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_2,ˀubadixa,'ubadixa,' u b a d i x a,ich werde beantworten,I will answer,Aku akan menjawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_3,hoo badi,hoo badi,h o o # b a d i,antwortete,replied,menjawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_4,kidadi,kidadi,k i d a d i,wird beantwortet,will be answered,akan dijawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_5,kidadia,kidadia,k i d a d i a,wird beantwortet werden,will be answered,akan dijawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_6,kidixoo badi,kidixoo badi,k i d i x o o # b a d i,wurde beantwortet,was answered,dijawab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_7,edadi,edadi,e d a d i,Antwort,Answer,Jawaban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s eahaˀado 'd Antworten',see eahaˀado 'the answer(s)',lihat eahaˀado 'jawabannya',communication verb,NA,NA,NA,NA,NA
44,11_1685500220,a,4,11,adi,adi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a d i,11_1685500220_8,edadia,edadia,e d a d i a,Antwort sein werden,to be an answer (in the future),menjadi jawaban (di masa depan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA,NA,NA
45,11_1685500363,a,5,1,ˀadiba,'adiba,NA,fünf,five,lima,ˀariba ; ˀaliba ; ˀalibe,'ariba ; 'aliba ; 'alibe,' a r i b a # ; # ' a l i b a # ; # ' a l i b e,NA,NA,NA,NA,NA,NA,NA,diba,NA,NA,NA,NA,NA,NA,NA,' a d i b a,11_1685500363_0,ˀadiba hii ˀadua,'adiba hii 'adua,' a d i b a # h i i # ' a d u a,(5+2=) sieben,(5+2=) seven,(5+2=) tujuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arithmatic,NA,NA,NA,NA,NA
