stem_id	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept
10_1684292624	10_1684292624_1	hoo bukokoi	ging bereits	Already went	sudah pergi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684292624	10_1684292624_2	kikokóiya	werde gehen	will go	akan pergi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684292624	10_1684292624_3	epahakokoi	das Gehen	the walking	(proses) berjalan	eokoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684292624	10_1684292624_4	kipakokoi	gehen lassen , fragen , übermitteln	let go , question , to transfer	lepaskan, tanyakan, kirimkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684292624	10_1684292624_5	kipakokoi eici	etwas mitteilen	tell something	mengatakan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684292624	10_1684292624_6	kokoho:i	gehe auf etwas , begehe!	Walk on something , walk (somewhere)! (sg)	Berjalanlah di atas sesuatu, berjalanlah (di suatu tempat)! (tunggal)	koko:ixi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684292624	10_1684292624_7	keabaˀa bukokoHi	wird nicht begangen	is not traversed/walked on/in	tidak dilalui/diinjak/dipijak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107z17	107z17	107z17	NA	NA	NA	NA
10_1684292624	10_1684292624_8	ˀua kipakokói ˀua pakuru	ich Stehe Kopf	I'm upside down	Aku terbalik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G62	G62	G62	posture	NA	NA	NA
10_1684292684	10_1684292684_0	kikokoi	verfaulen lassen	to let rot	(mem)biarkan membusuk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
10_1684293021	10_1684293021_0	kikokoiya	müde , faul	Tired , lazy	Lelah , malas	kikokoiya eˀaa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
10_1684293021	10_1684293021_1	hoo bukokoiya	bereits müde	already tired	sudah lelah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
10_1684293021	10_1684293021_2	eakokoiya uˀaa	Müdigkeit , Trägheit	tiredness , sluggishness	kelelahan , kelesuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	state	NA	NA	NA
10_1684293021	10_1684293021_3	be ikokóiya	weil schwach wird	because becomes weak	karena menjadi lemah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G70	G70	G70	state	NA	NA	NA
10_1684293213	10_1684293213_0	kipakokoki	unordentlich herumliegen	lying around untidy	tergeletak tidak rapi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
10_1684293213	10_1684293213_1	edobu eˀana kipakokoki	die Sachen liegen unordentlich herum	things are lying around untidy	barang-barang tergeletak tidak rapi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684293213	10_1684293213_2	kipakokokíaˀa	unordentlich herumliegen lassen , verstreuen	to leave untidy lying around , to scatter	meninggalkan yang tidak rapi tergeletak di sekitar, menyebarkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684293429	10_1684293429_0	kipakokomĩmĩ	spreizen	to spread	menyebar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684294505	10_1684294505_0	kikõkõnã	herauskommen , -gehen , (Gestirne) aufgehen	come out , go out , (stars) rise	keluar , keluar , (bintang) terbit	kakõkõnã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_1	kikõkõnãhã	wird herauskommen	will come out	akan keluar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_10	eakõkõnã́hã uhuìu	Rille/Weg des Holzmehls bei der Feuerzubereitung auf der Holzunterlage	Groove/path of the wood flour when preparing the fire on the wooden base	Alur/jalur tepung kayu saat menyiapkan api di atas alas kayu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA
10_1684294505	10_1684294505_2	hoo mũkõkõnã	ist herausgekommen	has come out	telah keluar	hoo akõkõnã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_3	nãmãkõkõnã	sie kommen heraus	They come out	Mereka keluar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_4	kaˀapehe mãkõkõnã	zum ersten Mal herauskommen	come out for the first time	keluar untuk pertama kalinya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_5	kipakõkõnã	herauskommen lassen	to let out	mengeluarkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_6	kikõkõnã:ĩxĩ	bei/an jmd/etwas vorübergehen	to pass by/on somebody/something	melewati/menuju seseorang/sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_7	eakõkõnã	das Herauskommen	the coming out	yang keluar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1684294505	10_1684294505_8	eakõnãhã	Osten	east	timur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	spatial	NA	NA	NA
10_1684294505	10_1684294505_9	eakõkõnãhã uupuyo	Knospe	bud	kuncup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684852282	10_1684852282_0	kikõkõnĩ	herausziehen , etwas entfernen	pull out , remove something	tarik keluar , hapus sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684852282	10_1684852282_1	kanõkõnĩ	herausziehen	pull out	tarik keluar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684852282	10_1684852282_2	hoo mũkõkõnĩ	zog bereits heraus	Already pulled out	sudah menarik keluar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684852282	10_1684852282_3	ˀua kikõkõnĩ edudui ukeˀo	ich ziehe den Rotandorn heraus	I pull out the rattan thorn	Saya mencabut duri rotan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684852282	10_1684852282_4	enĩkõkõnĩ	(noun) Herausgezogene	(things) pulled out (noun)	(benda) ditarik keluar (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684852282	10_1684852282_5	eokõkõnĩ	Herausziehensinstrument	extraction instrument	alat untuk mengekstraksi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684852282	10_1684852282_6	ekõkõnĩõ	(noun) Herauszuziehende	(things) to be pulled out (noun)	(benda) yang akan ditarik keluar (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1684855043	10_1684855043_0	kikokokonĩˀĩ	jmd kitzeln (tr)	tickle someone (tr)	menggelitik seseorang (transitif)	kanõkõnĩˀĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_1	hoo mũkõkõnĩˀĩ	kitzelte bereits	already tickled	sudah menggelitik/sudah tergelitik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_2	kipakõkõnĩˀĩ	kitzeln (ein kitzelndes Gefühl verursachen)	tickle (cause a tickling sensation)	menggelitik (menimbulkan sensasi menggelitik)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_3	ekõpẽnẽ kipakõkõnĩˀĩ	die Raupe kitzelt	The caterpillar tickles	Ulat itu menggelitik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_4	eokokonĩˀĩ	Mittel zum Kitzeln	means of tickling	sarana menggelitik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_5	enĩkõkõnĩˀĩ	(noun) Gekitzelte	tickled (things) (noun)	(benda) yang digelitik (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_6	ekõkõnĩˀĩ́õ	(noun) zu Kitzelnde	(things) to be tickled (noun)	(benda) yang akan digelitik (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684855043	10_1684855043_7	ekunĩnĩ	Clitoris	Clitoris	Klitoris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684978487	10_1684978487_0	kikokopiˀi	schlürfen	slurping	menghirup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ingestion	NA	NA	NA
10_1684978487	10_1684978487_1	hoo bukokopiˀi	schlürfte	sipped	menghirup	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ingestion	NA	NA	NA
10_1684978487	10_1684978487_2	edikokopiˀi	(noun) Geschlürfte	sipped (things) (noun)	(benda) yang disesap (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ingestion	NA	NA	NA
10_1684978487	10_1684978487_3	ekokopiˀiyo	(noun) zu Schlürfende	(things) to be sipped (noun)	(benda) yang diminum (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ingestion	NA	NA	NA
10_1684979326	10_1684979326_0	kidikole	es wird auferlegt	It is imposed	Hal ini diberlakukan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684979326	10_1684979326_1	ekoleka	Schulterlast	Shoulder load	Beban bahu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684979326	10_1684979326_2	ealole	das Tragen	the wearing	pemakaian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684980482	10_1684980482_0	kikomã	prüfen , versuchen	to check , try	memeriksa, mencoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1684980482	10_1684980482_1	kakoomãˀã	laßt uns versuchen!	Let us try!	Mari kita coba!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	107z14	107z14	107z14	NA	NA	NA	NA
10_1685005177	10_1685005177_0	kikõmãˀã	dechseln , mit dem Querbeil arbeiten	adze , work with the axe	kampak, bekerja dengan kapak silang	kanõmãˀã u-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural activity	NA	NA	NA
10_1685005177	10_1685005177_1	kidikoomãˀã	wird gedechselt	is adzed	dikampak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685005177	10_1685005177_2	edikoomãˀã	(noun) Gedechselte	adzed (things) (noun)	(benda) yang dikampak (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685005177	10_1685005177_3	eanõmãˀã:ə̃ã	Ort , wo man dechselt	place where one adzes	tempat di mana seseorang mengampak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685005177	10_1685005177_4	epanõmãˀã	Dechsel , Querbeil	Adze , cross ax	kampak, kapak silang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	122z32 , 128z17	122z32 , 128z17	122z32 , 128z17	cultural activity	NA	NA	NA
10_1685054848	10_1685054848_0	kamãˀĩkõmãˀã	auf Fischreiher ausgehen	to go out after herons	pergi keluar mengejar bangau	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 44b	§ 44b	§ 44b	NA	NA	NA	NA
10_1685056988	10_1685056988_0	kikõmẽ	auf etwas Dünnem (zB einem Tau) gehen , balancieren	to walk on something thin (e.g. a rope) , to balance	berjalan di atas sesuatu yang tipis (misalnya tali) , untuk menyeimbangkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685056988	10_1685056988_1	kakumõmẽ	er balancierte	He balanced	Dia seimbang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685056988	10_1685056988_2	eõkõmẽ	das Balancieren , Gehen über eine Brücke	balancing , walking over a bridge	menyeimbangkan , berjalan di atas jembatan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685056988	10_1685056988_3	ekõmẽã	(Wandelnsort =) Brücke	(Walking place =) bridge	(Tempat berjalan kaki =) jembatan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MOD tav. XV auf S. 177	MOD table XV on page 177	MOD tabel XV pada halaman 177	cultural item	NA	NA	NA
10_1685056988	10_1685056988_4	ekõmẽã Kaˀarubi	Schlingpflanze	creeper	menjalar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685056988	10_1685056988_5	kinĩkõmẽãnii	überbrückt werden , sein	to be bridged	dijembatani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685056988	10_1685056988_6	karonõmẽaˀa	krabbeln	to crawl	merangkak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685057088	10_1685057088_0	epakomẽnĩ́ãˀã	Gerüst	Framework	bingkai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685070497	10_1685070497_0	ekõmõ ukaˀa	Zahnfleisch	Gums	Gusi	ekõmũkaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA
10_1685070598	10_1685070598_0	ekõmõkõmõ	Schlamm , Morast , Schlick	mud , morass , silt	lumpur, rawa, lumpur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685071276	10_1685071276_0	kikõmõĩñã	entkommen	to escape	melarikan diri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685071276	10_1685071276_1	kikõmõĩ́ãˀã	etwas loslassen , freigeben	to let go , to release	melepaskan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685071276	10_1685071276_2	kikõmõĩñãˀã	jmd entkommen lassen , loslassen , freigeben , abdrücken	let sb escape , let go , release , pull the trigger	biarkan seseorang melarikan diri, lepaskan, lepaskan, tarik pelatuknya	kikõmõĩñãˀã:õ ; kamũkõmõĩñãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685071276	10_1685071276_3	hoo mũkõmõĩñãˀã	ließ bereits los	Already let go	Sudah lepaskan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685071276	10_1685071276_4	eakõmõĩñã	das Entkommen	the escape	pelarian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685071853	10_1685071853_0	kikona hii	auf jmd stoßen , mit jmd zusammentreffen	to bump into sb. , to meet smb	bertemu/berjumpa dengan seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685071853	10_1685071853_1	ˀua kikṍnã	ich ziele	I aim	Aku bertujuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N!	N!	N!	G68	G68	G68	NA	NA	NA	NA
10_1685072187	10_1685072187_0	eakõnãhã	Osten	east	timur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl XIIz24-27	cf. XIIz24-27	bdk. XIIz24-27	spatial	NA	NA	NA
10_1685072292	10_1685072292_0	kikonaˀa	genau treffen	hit exactly	memukul dengan tepat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685072477	10_1685072477_0	kikõõnãˀã	Kurs auf etwas nehmen	set course for something	menetapkan arah untuk sesuatu	kamãkõõnãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685075081	10_1685075081_0	kipiˀikaˀa	ausschütteln	to shake out	mengguncang	kipik[iˀ]íaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685075644	10_1685075644_0	kahapĩˀĩõ	ein Bündel	a bundle	satu bundel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	numeral	NA	NA	NA
10_1685075644	10_1685075644_1	ˀanõhãpĩˀĩõ	zwei Bündel	two bundles	dua bundel	ˀarohapĩˀĩõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	numeral	NA	NA	NA
10_1685080862	10_1685080862_0	kiˀapĩkã	Zwillinge sein	to be twins	menjadi kembar	kaˀapiikã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	numeral	NA	NA	NA
10_1685080862	10_1685080862_1	kaˀapĩkã	(Bäume) sich kurz über der Wurzel teilen , so daß zwei Stämme entstehen	(trees) divide just above the root , so that two trunks arise	(terkait pohon) membelah tepat di atas akar, sehingga muncul dua batang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plantation	NA	NA	NA
10_1685081633	10_1685081633_0	kabikabixi	für jmd beten (das geschieht durch einen Sippenvorsteher , der einen Fisch über dem Körper des Neugeborenen abschuppt mit den Worten: ""Jetzt schuppe ich diesen Fisch über deinem Körper ab , damit dein Atem nicht schwer sei und dein Körper gesund bleibe!""	to pray for someone (this is done by a clan leader who scales a fish over the body of the newborn with the words: ""Now I scale this fish over your body , so that your breathing may not be difficult and your body may remain healthy!""	mendoakan seseorang (hal ini dilakukan oleh seorang pemimpin suku yang meletakkan sisik ikan di atas tubuh bayi yang baru lahir dengan kata-kata: ""Sekarang saya meletakkan sisik ikan ini di atas tubuhmu, agar pernapasanmu tidak sulit dan tubuhmu tetap sehat!"")	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural activity	NA	NA	NA
10_1685081633	10_1685081633_1	kaha babikaKAbixi	gehen , um inständig für jmd zu bitten	go to pray fervently for someone	pergi berdoa untuk seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	> Stamm kabi ?	NA	NA	NA	NA	NA	NA	NA	speech act verb	NA	NA	NA
10_1685082038	10_1685082038_0	kipiki	auseinander drängen	to push apart	mendorong memisahkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1685082038	10_1685082038_1	ˀua karapikĩ́xĩ	ich zerfetze , reiße in Stücke	I tear to pieces	Aku merobek-robek hingga berkeping-keping	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N!	N!	N!	G36 ; s earapikia	G36 ; see earapikia	G36 ; lihat earapikia	breaking verb	NA	NA	NA
10_1685082038	10_1685082038_2	kabarápikĩxĩ ˀua	ich werde zerfetzt	I get shredded	Aku tercabik-cabik	kamãnãnãmĩkĩxĩ ˀua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G36	G36	G36	breaking verb	NA	NA	NA
10_1685082334	10_1685082334_0	kipikiaˀa	ausschütteln	to shake out	mengocok/mengguncang	kipiˀikaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1685082334	10_1685082334_1	edipikiaˀa	(noun) Ausgeschüttelte	(thing) shaken out (noun)	(benda) yang diguncang/terguncang (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H16 piekie(j)aq 'uitkloppen van kledingstukken'	H16 pikie(j)aq 'beating out garments'	H16 pikie(j)aq 'menggebuk-gebuk/menepuk-nepuk pakaian'	caused motion	NA	NA	cultural practice (?) CHECK THIS
10_1685082502	10_1685082502_0	kipikiˀíaˀa	ausschütteln	to shake out	mengguncang	kipiˀikaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
10_1685082600	10_1685082600_0	kipikitaˀa	säubern , in Ordnung bringe , jäten (?)	clean , put in order , weed (?)	bersihkan , rapikan , gulma (?)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685082716	10_1685082716_0	ehũaa upiko	Manggisfrucht	Manggis fruit	Buah manggis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685082927	10_1685082927_0	kipikoaˀa	(mit den Fingernägeln) nach etwas schnellen , schnipsen , etwas kneifen , (Insekten) beißen ; beißen lassen	to snap (with the fingernails) at something , snap , pinch something , bite (insects) ; let bite	menjentik/mencubit/menjimpit (menggunakan kuku) (pada) sesuatu , menjentikkan , mencubit sesuatu , (serangga) menggigit; membiarkan menggigit	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	body-part activity	NA	NA	NA
10_1685082927	10_1685082927_1	kipikoˀo:i	1. etwas mit den Fingernägeln fortschnellen , wegschnipsen , 2. (mit Pfeilen) schießen	1. flick something away with your fingernails , flick away , 2. shoot (with arrows).	1. menjentikkan sesuatu dengan kuku Anda , menjentikkan , 2. menembak (dengan panah).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part activity	NA	NA	NA
10_1685082927	10_1685082927_2	epikoˀo:i	Bogen (zum Pfeile Schießen)	bow (for shooting arrows)	busur (untuk menembakkan anak panah)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cultural item	NA	NA	NA
10_1685092086	10_1685092086_0	kipikóba	hochschnellen , aufspringen	jump up	melompat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685092086	10_1685092086_1	kipikÓbaˀa	hochschnellen	jump up	melompat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685092086	10_1685092086_2	kipikobÁˀa	aufspringen lassen	jump up	melompat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685092086	10_1685092086_3	hoo bupikóbaˀa	schnellte bereits hoch	already jumped up	sudah melompat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion	NA	NA	NA
10_1685093240	10_1685093240_0	epikoˀóaˀa ukoyo	das Fangen der Wildschweine mit Schlingen	the catching of wild boars with snares	penangkapan babi hutan dengan jerat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1685098651	10_1685098651_0	kipikoˀo:i	1. etwas fortschnellen (mit den Fingernägeln) , wegschnipsen ; 2. (mit Pfeilen) schißen	1. snap something away (with the fingernails) , snap away ; 2. (with arrows) shoot	1. mengambil/menjimpit sesuatu (dengan kuku) , mengambil; 2. (untuk panah) menjimpit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	action verb	NA	NA	NA
10_1685098651	10_1685098651_1	eipikoˀo:i	Bogen (zum Pfeile Schießen)	bow (for shooting arrows)	busur (untuk menembakkan anak panah)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s Kommentar zu eˀoboho:iyo	see the comment on ""eˀoboho:iyo""	lihat komentar tentang ""eˀoboho:iyo""	cultural item	NA	NA	NA
