ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_loanword_form,stem_loanword_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised
95,9_1685503160,a,9,2,eˀãĩ,e'ãĩ,NA,Schamgürtel,Pubic belt,Sabuk kemaluan,NA,NA,NA,NA,NA,NA,NA,kabit sakai,NA,16,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' ã ĩ
96,9_1685503630,a,9,3,aˀi,a'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a ' i
97,9_1685503772,a,9,4,aˀiae,a'iae,NA,steige herabǃ,descend!,turun!,aˀiyae ; aˀiˀiae,a'iyae ; a'i'iae,a ' i y a e # ; # a ' i ' i a e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ae,NA,NA,NA,NA,NA,NA,NA,a ' i a e
98,9_1685503805,a,9,5,eaicara,eaicara,NA,"Spiel, Scherz","Game , joke","Permainan, lelucon",eaitara,eaitara,e a i t a r a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a i c a r a
99,9_1685503847,a,9,6,aici,aici,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a i c i
100,9_1685503874,a,9,7,eaidara,eaidara,NA,"Spiel, Scherz","Game , joke","Permainan, lelucon",eaitara,eaitara,e a i t a r a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a i d a r a
101,9_1685503905,a,9,8,eaixiúa,eaixiúa,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML majau,ML majau,ML majau,NA,NA,NA,e a i x i ú a
102,9_1685504030,a,9,9,aiˀi,ai'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a i ' i
103,9_1685504127,a,9,10,a:iˀĩã,a:i'ĩã,NA,groß,large,besar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"88z8, 106z16 ; sonst ã:ĩˀĩõ","88z8 , 106z16 ; otherwise ã:ĩˀĩõ","88z8 , 106z16 ; jika tidak, ã: ĩˀĩõ",a:i ' ĩ ã
104,9_1685504162,a,9,11,ã:ĩˀĩ́o,ã:ĩ'ĩ́o,NA,groß,large,besar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,ã:ĩ ' ĩ ́ o
105,9_1685504188,a,9,12,aˀiˀiae,a'i'iae,NA,NA,NA,NA,aˀiae,a'iae,a ' i a e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a ' i ' i a e
106,9_1685504583,a,10,1,aiˀio?i,ai'io?i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a i ' i o ? i
107,9_1685504622,a,10,2,aiˀioˀoi,ai'io'oi,NA,NA,NA,NA,aˀioˀoi,a'io'oi,a ' i o ' o i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a i ' i o ' o i
108,9_1685504660,a,10,3,aiji[xi],aiji[xi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,iji,2,DIA,Dialect,variasi dialek,NA,NA,NA,a i j i [ x i ]
109,9_1685504709,a,10,4,aˀikoi,a'ikoi,NA,NA,NA,NA,aˀekoi,a'ekoi,a ' e k o i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀikoi,NA,NA,NA,NA,NA,NA,NA,a ' i k o i
110,9_1685504757,a,10,5,eainamo,eainamo,NA,d Erwachsensein,adulthood,dewasa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,Oǃ,Oral!,Oral!,s ˀinãmõ,see ˀinãmõ,lihat ˀinãmõ,e a i n a m o
111,9_1685504803,a,10,6,eˀainãmõã,e'ainãmõã,NA,"Geschiedener(r), der/die nicht wieder heiratet (BB: I believe this should be Geschiedene(r) to mark m/f. This seems to be a typo in the printed version",Divorcee (m/f) who will not remarry,Janda (laki-laki/perempuan) yang tidak akan menikah lagi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' a i n ã m õ ã
112,9_1685504830,a,10,7,ainṍnõ,ainṍnõ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,inõnõ,NA,NA,NA,NA,NA,NA,NA,a i n ṍ n õ
113,9_1685504860,a,10,8,eaiña,eaiña,NA,das Kommen,the coming,yang akan datang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ai,NA,NA,NA,NA,NA,NA,NA,e a i ñ a
114,9_1685504949,a,10,9,ˀaiñã,'aiñã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a i ñ ã
115,9_1685505008,a,10,10,aˀioi,a'ioi,NA,(ver)folgeǃ,followǃ/pursue!,ikutiǃ / kejar!,aˀioˀoi,a'io'oi,a ' i o ' o i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a ' i o i
116,9_1685625555,a,10,11,aˀioˀoi,a'io'oi,NA,"folge, verfolge, befolgeǃ","follow , pursue , obey!","ikuti, kejar, patuhi!",aiˀioˀoi ; ayaˀioi ; ayaˀioˀoi ; ayoˀoi,ai'io'oi ; aya'ioi ; aya'io'oi ; ayo'oi,a i ' i o ' o i # ; # a y a ' i o i # ; # a y a ' i o ' o i # ; # a y o ' o i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s ˀekoi ;  ˀikoi 'dgl',see ˀekoi ; ˀikoi and the like,lihat ˀekoi; ˀikoi dan sejenisnya,a ' i o ' o i
117,9_1685505083,a,10,12,aitoa,aitoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,itoa,NA,NA,NA,NA,NA,NA,NA,a i t o a
118,9_1685625844,a,10,13,eˀá:íyo,e'á:íyo,NA,"(""der zu Angelnde"" =) Fisch","(""the one to be fished"" =) fish","(""yang akan dipancing"" =) ikan",NA,NA,NA,NA,NA,NA,NA,kawil·ən,"""der zu Angelnde""",11,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' á:í y o
119,9_1685625987,a,10,14,aiyoˀoi,aiyo'oi,NA,folgeǃ,followǃ,followǃ,ayoˀoi ; aˀioˀoi,ayo'oi ; a'io'oi,a y o ' o i # ; # a ' i o ' o i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a i y o ' o i
120,9_1685626123,a,10,15,eãkã,eãkã,1,Kiemen,Gills,Insang,NA,NA,NA,NA,NA,NA,NA,Sa(n)saŋ,NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ã k ã
121,15_1685503368,a,11,1,eãkã,eãkã,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ã k ã
122,15_1685503761,a,11,2,eakã́ˀã:ĩ,eakã́'ã:ĩ,NA,Stirnband aus Schweinehaaren,Headband made of pork hair,Ikat kepala yang terbuat dari bulu babi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s dazu 92z15-18 ; 87z38 ; 127z6 ; 'jedoch Stirnband aus Pandanusblättern ; H16 èakakaie 'een hoofddeksel van rottan, vroeger door de mannen gedurende den rouwtijd gedragen' ; MOD fig.12 auf S.152","see dazu 92z15-18 ; 87z38 ; 127z6 ; However , headband made of pandanus leaves ; H16 èakakaie 'a headgear of rattan , formerly worn by men during mourning' ; Mod Fig.12 on p.152","lihat dazu 92z15-18 ; 87z38 ; 127z6 ; Namun, ikat kepala yang terbuat dari daun pandan ; H16 èakakaie 'tutup kepala dari rotan, yang biasa dipakai oleh laki-laki pada waktu berkabung' ; Mod Gambar 12 di halaman 152",e a k ã ́ ' ã:ĩ
123,15_1685503832,a,11,3,eakabita,eakabita,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML kapur-kapur,ML kapur-kapur,ML kapur-kapur,NA,NA,NA,e a k a b i t a
124,15_1685503986,a,11,4,ˀakaˀe,'aka'e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a k a ' e
125,15_1685504182,a,11,5,eakáixo,eakáixo,NA,Brennholz,firewood,kayu bakar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,arch; 'jetzt': ekuo; eahaəkəa,arch ; now: ekuo ; eahaəkəa,lengkung ; sekarang: ekuo ; eahaəkəa,NA,NA,NA,e a k á i x o
126,15_1685504287,a,11,6,eakamṍkĩ,eakamṍkĩ,NA,Strauch,shrub,semak belukar,ekedói,ekedói,e k e d ó i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a k a m ṍ k ĩ
127,15_1685504472,a,11,7,eakãnĩ́ãmẽ,eakãnĩ́ãmẽ,NA,"Fischart, die springen kann",Fish species that can jump,Spesies ikan yang bisa melompat,ekãĩnẽmẽ́ã,ekãĩnẽmẽ́ã,e k ã ĩ n ẽ m ẽ ́ ã,NA,NA,NA,arch ekãĩnẽmẽ́ã,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a k ã n ĩ ́ ã m ẽ
128,15_1685504780,a,11,8,eakanõ,eakanõ,NA,"Zeug, das zwischen den Beinen durchgezogen wird, um die Schamteile zu bedecken",Stuff slipped between the legs to cover the private parts,Barang-barang yang diselipkan di antara kedua kaki untuk menutupi bagian pribadi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,H16 èakano 'menstrua',H16 èakano 'Menstrua',H16 èakano 'Menstrua',e a k a n õ
129,15_1685504934,a,11,9,eakanuóno,eakanuóno,NA,"aus Rotan geflochtener Korb, der mit Pisangblättern ausgelegt wurde und als Eßbehälter diente","basket woven from rattan , which was lined with plantain leaves and served as a food container","keranjang yang dianyam dari rotan, yang dilapisi dengan daun pisang raja dan berfungsi sebagai wadah makanan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a k a n u ó n o
130,15_1685505011,a,11,10,akee,akee,NA,"daß, damit (final)","that , so that (final)","bahwa , sehingga (muncul di akhir)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a k e e
131,15_1685505064,a,11,11,akeo,akeo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s keo,see keo,lihat keo,a k e o
132,15_1685505297,a,11,12,ãkẽˀõ,ãkẽ'õ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,ã k ẽ ' õ
133,15_1685955187,a,11,13,eakəˀa,eaku̇'a,NA,d Zustandekommen,the coming about,yang akan datang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a k u̇ ' a
134,15_1685955317,a,11,14,ˀakĩ,'akĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a k ĩ
135,15_1685955505,a,11,15,ˀakìakína,'akìakína,NA,sechs,six,enam,ˀakiakine,'akiakine,' a k i a k i n e,NA,NA,NA,ˀakiakine (DIA),NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a k ì a k í n a
136,15_1685955715,a,11,16,ˀãkõ,'ãkõ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' ã k õ
137,15_1685956094,a,11,17,akoo,akoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a k o o
138,15_1685956576,a,11,18,eakoˀaea,eako'aea,NA,"sämtliche Nahrungsmittel, die für das eakalea - Fest herbeigeschafft werden",all the food that is brought in for the eakalea festival,semua makanan yang dibawa untuk festival Eakalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl MOD èo ; tav .13 auf S.161,compare MOD èo ; table 13 on p.161,bandingkan MOD èo; Tabel 13 di halaman 161,e a k o ' a e a
139,15_1685956654,a,11,19,eakóa:u,eakóa:u,NA,Vogelart,Bird species,Spesies burung,eokoa:u,eokoa:u,e o k o a:u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G23 'und' 60,G23 and 60,G23 dan 60,e a k ó a:u
140,15_1685956938,a,12,1,ˀakodu,'akodu,NA,drei,three,tiga,ˀakoru; ˀakolu,'akoru; 'akolu,' a k o r u ; # ' a k o l u,NA,NA,NA,ˀakolu (DIA),NA,NA,NA,NULL,NULL,kodu,NA,NA,NA,NA,NA,NA,NA,' a k o d u
141,15_1685957199,a,12,2,eˀakṍˀẽ,e'akṍ'ẽ,NA,"Stirnband aus Schweinehaaren und Glasperlen, das Männer beim eakalea -Fest trugen",Headband made of pork hair and glass beads that men wore at the Eakalea festival,Ikat kepala yang terbuat dari bulu babi dan manik-manik kaca yang dikenakan para pria di festival Eakalea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G27 jedoch: Kopfbedeckung ; die aus Pandanusblättern hergestellt wurde,"G27 , however: head covering ; which was made from pandanus leaves","G27 , namun: penutup kepala; yang terbuat dari daun pandan",e ' a k ṍ ' ẽ
142,15_1685957267,a,12,3,eãkõkõõ,eãkõkõõ,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML ikan ketumbang ?,ML ikan ketumbang ?,ML ikan ketumbang?,NA,NA,NA,e ã k õ k õ õ
143,15_1685957913,a,12,4,ˀakoru,'akoru,NA,drei,three,tiga,ˀakodu,'akodu,' a k o d u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a k o r u
144,15_1685958020,a,12,5,eaˀãkũ,ea'ãkũ,NA,"Glück, Segen, Erfolg; Nahrung, Reichtum usw","Happiness , blessing , success ; Food , wealth , etc.","Kebahagiaan, berkah, kesuksesan; Makanan, kekayaan, dll.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a ' ã k ũ
145,15_1685958088,a,12,6,eˀakũmẽ,e'akũmẽ,NA,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML ikan nani,ML ikan nani,ML ikan nani,NA,NA,NA,e ' a k ũ m ẽ
146,15_1685971042,a,12,7,aleˀe,ale'e,NA,komm herǃ,Come hereǃ,Kemarilah,areˀe,are'e,a r e ' e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,DIA,Dialect,variasi dialek,NA,NA,NA,a l e ' e
147,15_1685971159,a,12,8,ˀaliba,'aliba,NA,fünf,five,lima,ˀalibe; ˀadiba,'alibe; 'adiba,' a l i b e ; # ' a d i b a,NA,NA,NA,ˀalibe (DIA),NA,NA,NA,NULL,NULL,NA,NA,DIA,Dialect,variasi dialek,NA,NA,NA,' a l i b a
148,15_1685971240,a,12,9,aliu,aliu,NA,"ihr, euch","you (nom pl) , you (acc pl , dat pl)","anda (nominatif jamak) , Anda (akusatif jamak , datif jamak)",adiu,adiu,a d i u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,DIA,Dialect,variasi dialek,NA,NA,NA,a l i u
149,15_1685971292,a,12,10,ˀalua,'alua,NA,zwei,two,dua,ˀadua,'adua,' a d u a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,DIA,Dialect,variasi dialek,NA,NA,NA,' a l u a
150,15_1685971386,a,12,11,ealuhe,ealuhe,NA,Liedart,type of song,jenis lagu,earuhe,earuhe,e a r u h e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,DIA,Dialect,variasi dialek,NA,NA,NA,e a l u h e
151,15_1685971854,a,12,12,amã,amã,NA,"Vater, Schwiegervater","father , father-in-law","ayah , ayah mertua",NA,NA,NA,NA,NA,NA,NA,ama,NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a m ã
152,15_1685972374,a,12,13,amãã,amãã,NA,geheǃ,go (sg),pergi (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,aa,NA,NA,NA,NA,NA,NA,NA,a m ã ã
153,15_1685973189,a,12,14,ˀamã·hã:ĩ,'amã·hã:ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a m ã · h ã:ĩ
154,15_1685973249,a,12,15,eamaha,eamaha,NA,Brust (von Männern),chest (of men),dada (pria),eãmãhã,eãmãhã,e ã m ã h ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a m a h a
155,15_1685973402,a,12,16,eamãhã,eamãhã,NA,Grab,grave,kuburan,eamãhã:ẽ,eamãhã:ẽ,e a m ã h ã:ẽ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a m ã h ã
156,15_1685973499,a,12,17,eamai,eamai,NA,das Vorkauen,the pre-chewing,pra-pengunyahan,epahamai,epahamai,e p a h a m a i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,131z21 'und' 26,131z21 and 26,131z21 dan 26,e a m a i
157,15_1685973579,a,12,18,eamãĩñã,eamãĩñã,NA,das (väterliche) Erbe,The (paternal) legacy,Warisan (ayah),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a m ã ĩ ñ ã
158,15_1685974310,a,13,1,eamã:ĩñõ,eamã:ĩñõ,NA,Zuckerrohr,Sugar cane,Tebu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,DEC 3011 amajok 'Saccharum officinarum' ; Heyne 19/111 eamajok dgl ; VIz3f ; Xz34,Dec 3011 Amajok 'Saccharum Officinarum' ; Heyne 19/111 Eamajok and the like ; Viz3f ; Xz34,Dec 3011 Amajok 'Saccharum Officinarum' ; Heyne 19/111 Eamajok dan sejenisnya ; Viz3f ; Xz34,e a m ã:ĩ ñ õ
159,15_1685974417,a,13,2,eamãmãĩã,eamãmãĩã,NA,"Herkunft(sort), Herkommen","(place of) origin , the coming-from","(tempat) asal, asal-usul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ai,NA,NA,NA,NA,NA,NA,NA,e a m ã m ã ĩ ã
160,15_1685974533,a,13,3,eˀamãnə̃ˀã,e'amãnu̇̃'ã,NA,Schlingpflanze mit weißen Blüten,creeper with white blossoms,menjalar dengan bunga putih,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"'aber' 107z20 ; 116z1: ""ehəkadio -'Blüten die' eamãnə̃ˀã 'heißen'""","'But' 107z20 ; 116z1: ""Ehəkadio -'blossomes called 'eamãnə̃ˀã' '""","Tapi 107z20 ; 116z1: ""Ehəkadio -'bunga yang disebut 'eamãnə̃ˀã' '""",e ' a m ã n u̇ ̃ ' ã
161,15_1685974860,a,13,4,e[ˀ]amẽẽ,e[']amẽẽ,NA,Riesenmuschel (Tridacna),Giant shell (Tridacna),Kerang raksasa (Tridacna),NA,NA,NA,NA,NA,NA,NA,kima?,NA,11,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e [ ' ] a m ẽ ẽ
162,15_1685975090,a,13,5,amə̃nã,amu̇̃nã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a m u̇ ̃ n ã
163,15_1685975461,a,13,6,amĩ,amĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a m ĩ
164,15_1685975674,a,13,7,ãmĩ,ãmĩ,NA,schlafen,to sleep,untuk tidur,kãmĩ,kãmĩ,k ã m ĩ,NA,NA,NA,(WD) kãmĩ,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,ã m ĩ
165,15_1685976122,a,13,8,ˀamĩĩ,'amĩĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,mĩĩ?,NA,NA,NA,NA,NA,NA,NA,' a m ĩ ĩ
166,15_1685976331,a,13,9,ˀãmĩ,'ãmĩ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kawit?,NA,11,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' ã m ĩ
167,15_1685976430,a,13,10,ˀãmĩ,'ãmĩ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' ã m ĩ
168,15_1685976537,a,13,11,ˀãmĩ,'ãmĩ,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' ã m ĩ
169,15_1685976594,a,13,12,ãmĩˀĩ,ãmĩ'ĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s mĩˀĩ¹,see mĩˀĩ¹,lihat mĩˀĩ¹,ã m ĩ ' ĩ
170,15_1685976809,a,13,13,amĩmĩ,amĩmĩ,NA,Mädchen (bis etwa 8 Jahre alt),Girl (up to about 8 years old),Anak perempuan (hingga usia sekitar 8 tahun),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a m ĩ m ĩ
171,15_1685976845,a,13,14,eamõ,eamõ,NA,Geburt,birth,kelahiran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,mõ,NA,NA,NA,NA,NA,NA,NA,e a m õ
172,15_1686533275,a,14,1,amũˀã:ĩnãmũ,amũ'ã:ĩnãmũ,NA,"obwohl, obgleich","Although , although","Meskipun , meskipun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,a m ũ ' ã:ĩ n ã m ũ
173,15_1686533804,a,14,2,ˀamũhõ,'amũhõ,NA,"groß, erwachsen; sehr","big , grown up ; very","besar, dewasa; sangat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,mũhõ ?,NA,NA,NA,NA,NA,NA,NA,' a m ũ h õ
174,15_1686533897,a,14,3,eamũnĩ́ãũ,eamũnĩ́ãũ,NA,Bambusart,Bamboo type,Jenis bambu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a m ũ n ĩ ́ ã ũ
175,15_1686534160,a,14,4,ˀana,'ana,NA,"jene(r/s); dann, darauf","those (demonstrative , 2nd pers sg/pl m/f) ; then , thereafter","mereka (demonstratif, orang kedua tunggal/jamak maskulin/feminin) ; kemudian , setelah itu",eˀana,e'ana,e ' a n a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a n a
176,15_1686534231,a,14,5,[ˀ]anãã,[']anãã,NA,(selten) jenes; so,(rarely) that (demonstrative 2nd pers sg n) ; so,(jarang digunakan) bahwa (demonstratif orang kedua tunggal nominal) ; jadi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,[ ' ] a n ã ã
177,15_1686534423,a,14,6,eˀanãhẽãhã,e'anãhẽãhã,NA,der zeitweilige Aufenthalt,The temporary stay,Tinggal sementara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' a n ã h ẽ ã h ã
178,15_1686534552,a,14,7,eˀana:iˀia,e'ana:i'ia,NA,Verbotspfähle (das sind zwei gekreuzte Pfähle),Prohibition posts (these are two crossed posts),Pos larangan (ini adalah dua pos yang bersilangan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' a n a:i ' i a
179,15_1686535085,a,14,8,eanã́:ĩ́ˀĩã,eanã́:ĩ́'ĩã,NA,"Schlachtplatz, das war die frühere Dorfgemeinschaft, die aus Angehörigen von mindestens zwei verschiedenen Clans bestand","Battleplace , that was the former village community that consisted of members of at least two different clans","Medan perang, yaitu bekas komunitas desa yang terdiri dari setidaknya dua klan yang berbeda",ehanã́:ĩ́ˀĩã; e[ˀ]akahanã́:ĩ́ˀĩã,ehanã́:ĩ́'ĩã; e[']akahanã́:ĩ́'ĩã,e h a n ã ́:ĩ ́ ' ĩ ã ; # e [ ' ] a k a h a n ã ́:ĩ ́ ' ĩ ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e a n ã ́:ĩ ́ ' ĩ ã
180,15_1686535354,a,14,9,ˀanaka,'anaka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' a n a k a
181,15_1686535451,a,14,10,eˀanãpũã,e'anãpũã,NA,die Waldgrenze am Strand,the tree line at the beach,barisan pohon di pantai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' a n ã p ũ ã
